character,emotion,intensity,head_direction,eyes_direction,screen_mode,body_action,reaction_bool,word,init,final,room
5,6,1,3,3,4,3,FALSE,criminal,23.3,23.77,0
5,6,1,3,3,4,3,FALSE,mechanics,24.18,24.75,0
5,6,1,3,2,4,7,FALSE,Hope,24.78,25.06,0
5,6,1,3,2,4,7,FALSE,you,25.07,25.14,0
5,6,1,3,2,4,7,FALSE,have,25.15,25.28,0
5,6,1,3,2,4,7,FALSE,car,25.3,25.56,0
5,6,1,3,2,4,7,FALSE,trouble,25.57,25.97,0
5,12,1,3,2,4,2,FALSE,but,26.41,26.58,1.5
5,12,1,3,2,4,2,FALSE,only,26.62,27.01,1.5
5,12,1,3,3,4,2,FALSE,a,27.02,27.09,1.5
5,12,1,3,3,4,2,FALSE,thief,27.14,27.49,1.5
5,12,1,3,3,4,2,FALSE,wishes,27.56,27.96,1.5
5,12,1,3,3,4,2,FALSE,you,27.97,28.1,1.5
5,12,1,3,3,4,2,FALSE,prosperity,28.11,28.87,1.5
8,1,2,3,2,4,37,FALSE,Wishing,28.9,29.16,0
8,1,2,3,2,4,37,FALSE,your,29.17,29.25,0
8,1,2,3,2,4,37,FALSE,prosperity,29.26,29.73,0
8,1,2,3,2,4,37,FALSE,Ryan,29.74,30.28,0
6,8,2,3,2,4,13,FALSE,Is,31.34,31.46,0
6,8,2,3,2,4,13,FALSE,that,31.47,31.61,0
6,8,2,3,2,4,13,FALSE,my,31.62,31.71,0
6,8,2,3,2,4,13,FALSE,play,31.72,31.91,0
6,8,2,3,2,4,13,FALSE,station,31.92,32.34,0
5,1,1,3,2,4,3,FALSE,They,32.4,32.62,0
5,1,1,3,2,4,3,FALSE,say,32.63,32.88,0
5,1,1,3,2,4,3,FALSE,the,32.89,33.06,0
5,1,1,3,2,4,3,FALSE,asteroid,33.07,33.58,0
5,1,1,3,2,4,3,FALSE,killed,33.59,33.89,0
5,1,1,3,2,4,3,FALSE,all,33.9,34,0
5,1,1,3,2,4,3,FALSE,the,34.01,34.12,0
5,1,1,3,1,4,3,FALSE,dinosaurs,34.13,34.89,0
5,7,1,3,1,4,2,FALSE,You,35.28,35.45,0
5,7,1,3,1,4,2,FALSE,could,35.46,35.62,0
5,7,1,3,1,4,2,FALSE,also,35.63,35.98,0
5,7,1,3,1,4,2,FALSE,say,35.99,36.25,0
5,7,2,3,1,4,2,FALSE,it,36.26,36.34,0
5,7,2,3,1,4,2,FALSE,killed,36.38,36.65,1.5
5,7,2,3,3,4,2,FALSE,many,36.66,36.95,1.5
5,7,2,3,3,4,2,FALSE,birds,36.96,37.35,1.5
5,7,2,3,3,4,3,FALSE,with,37.36,37.54,1.5
5,7,2,3,3,4,3,FALSE,one,37.55,37.75,1.5
5,7,2,3,3,4,3,FALSE,stone,37.76,38.23,1.5
5,1,1,3,2,4,7,FALSE,Reading,39.96,40.19,0
5,1,1,3,2,4,7,FALSE,a,40.36,40.42,0
5,1,1,3,2,4,7,FALSE,book,40.43,40.89,0
5,1,1,3,2,4,7,FALSE,is,40.99,41.18,0
5,1,1,3,2,4,7,FALSE,looking,41.19,41.54,0
5,1,1,3,2,4,7,FALSE,at,41.55,41.66,0
5,1,1,3,3,4,7,FALSE,a,41.67,41.73,0
5,1,1,3,3,4,7,FALSE,dead,41.74,42.04,0
5,1,1,3,3,4,7,FALSE,tree,42.07,42.49,0
5,1,1,3,3,4,7,FALSE,and,42.5,42.65,0
5,1,1,3,3,4,7,FALSE,hallucinating,42.66,43.32,0
9,8,0,1,1,4,38,FALSE,Let,43.37,43.47,0
9,8,0,1,1,4,38,FALSE,me,43.48,43.57,0
9,8,0,1,1,4,38,FALSE,ask,43.58,43.74,0
9,8,0,1,1,4,38,FALSE,you,43.75,43.82,0
9,8,0,1,1,4,38,FALSE,something,43.83,44.12,0
9,8,0,1,1,4,38,FALSE,Why,44.62,45.09,0
5,1,0,3,3,4,3,FALSE,when,45.12,45.37,0
5,1,0,3,3,4,3,FALSE,you,45.38,45.58,0
5,1,0,3,3,4,3,FALSE,say,45.59,45.93,0
5,1,0,3,3,4,3,FALSE,forwards,45.94,46.67,0
5,1,0,3,3,4,3,FALSE,or,46.71,46.91,0
5,1,0,3,3,4,3,FALSE,back,46.93,47.44,0
5,1,0,3,2,4,3,FALSE,your,47.94,48.22,0
5,1,0,3,2,4,3,FALSE,lips,48.23,48.67,1.5
5,1,0,3,2,4,3,FALSE,move,48.68,49.1,1.5
5,1,0,3,2,4,3,FALSE,in,49.11,49.2,1.5
5,1,0,3,2,4,3,FALSE,that,49.21,49.41,1.5
5,1,0,3,2,4,3,FALSE,direction,49.42,49.57,1.5
